name,price,nro_of_nights,star_rating,review_score,review_count,room_type,part_of_city,distance_from_center,url,address,source,clean_address,latitude,longitude
Mokum Suites,328.86,1,4.0,9.3,350.0,Super Deluxe Double Room,Amsterdam City Centre,0.9,https://www.booking.com/hotel/nl/mokum-suites.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=602&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682553&all_sr_blocks=80174006_218899340_0_0_0&highlighted_blocks=80174006_218899340_0_0_0&matching_block_id=80174006_218899340_0_0_0&sr_pri_blocks=80174006_218899340_0_0_0__230181&from=searchresults,"Herengracht 532, Amsterdam City Centre, 1017 CC Amsterdam, Netherlands
location — rated 9.9/10!",booking,"Herengracht 532, 1017 CC Amsterdam, Netherlands",52.3645844,4.8954874
Locatie Downtown,260.29,1,4.0,7.5,29.0,One-Bedroom Apartment,Amsterdam City Centre,300.0,https://www.booking.com/hotel/nl/locatie-downtown.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=603&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682553&all_sr_blocks=1077120301_381582085_2_0_0&highlighted_blocks=1077120301_381582085_2_0_0&matching_block_id=1077120301_381582085_2_0_0&sr_pri_blocks=1077120301_381582085_2_0_0__182217&from=searchresults,"Dirk van Hasseltssteeg 56, Amsterdam City Centre, 1012 NE Amsterdam, Netherlands
location — rated 9/10!",booking,"Dirk van Hasseltssteeg 56, 1012 NE Amsterdam, Netherlands",52.3758088,4.8936157
Amsterdam 4 Holiday GuestRooms,205.71,1,4.0,9.1,244.0,Standard Double Room,Amsterdam City Centre,0.7,https://www.booking.com/hotel/nl/amsterdam4holiday.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=604&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682553&all_sr_blocks=37754905_89494978_0_0_0&highlighted_blocks=37754905_89494978_0_0_0&matching_block_id=37754905_89494978_0_0_0&sr_pri_blocks=37754905_89494978_0_0_0__143961&from=searchresults,"Geelvinckssteeg 2, Amsterdam City Centre, 1017 BE Amsterdam, Netherlands
location — rated 9.8/10!",booking,"Geelvinckssteeg 2, 1017 BE Amsterdam, Netherlands",52.3665515,4.8915018
Houseboat Studio Sooki,170.71,1,3.0,9.0,73.0,Double Room with Private Bathroom,Oud Zuid,4.7,https://www.booking.com/hotel/nl/houseboat-studio-sooki.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=605&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682553&all_sr_blocks=428727401_276433148_2_0_0&highlighted_blocks=428727401_276433148_2_0_0&matching_block_id=428727401_276433148_2_0_0&sr_pri_blocks=428727401_276433148_2_0_0__119511&from=searchresults,"IJsbaanpad 70-D, Oud Zuid, 1076 CW Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account.",booking,"IJsbaanpad 70-D, 1076 CW Amsterdam, Netherlands",52.3411484,4.848314
KeizersgrachtSuite471,541.71,1,4.0,9.6,128.0,Two-Bedroom Apartment,Amsterdam City Centre,0.9,https://www.booking.com/hotel/nl/keizersgracht-suite.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=606&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682553&all_sr_blocks=125655901_84979010_0_0_0&highlighted_blocks=125655901_84979010_0_0_0&matching_block_id=125655901_84979010_0_0_0&sr_pri_blocks=125655901_84979010_0_0_0__379214&from=searchresults,"Keizersgracht 471, Amsterdam City Centre, 1017 DK Amsterdam, Netherlands
location — rated 10/10!",booking,"Keizersgracht 471, 1017 DK Amsterdam, Netherlands",52.3658953,4.8871928
charming studio in Amsterdam-Noord,170.86,1,,9.3,3.0,Double Room with Private Bathroom,Amsterdam Noord,2.8,https://www.booking.com/hotel/nl/charming-b-amp-b-in-amsterdam-noord.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=607&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682553&all_sr_blocks=1386854201_410834667_2_0_0&highlighted_blocks=1386854201_410834667_2_0_0&matching_block_id=1386854201_410834667_2_0_0&sr_pri_blocks=1386854201_410834667_2_0_0__119591&from=searchresults,"Latherusstraat 76, Amsterdam Noord, 1032EE Amsterdam, Netherlands
location — rated 10/10!",booking,"Latherusstraat 76, 1032EE Amsterdam, Netherlands",52.394528,4.9153862
Only Friends BnB,383.29,1,4.0,9.6,104.0,Deluxe Apartment,Amsterdam City Centre,1.2,https://www.booking.com/hotel/nl/leidseplein-amsterdam-centre.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=608&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682553&all_sr_blocks=201513701_329621759_0_0_0&highlighted_blocks=201513701_329621759_0_0_0&matching_block_id=201513701_329621759_0_0_0&sr_pri_blocks=201513701_329621759_0_0_0__268343&from=searchresults,"Lange Leidsedwarsstraat 73 HS, Amsterdam City Centre, 1017 NH Amsterdam, Netherlands
location — rated 9.9/10!",booking,"Lange Leidsedwarsstraat 73 HS, 1017 NH Amsterdam, Netherlands",52.3639772,4.8845732
SWEETS - Beltbrug,222.71,1,3.0,8.9,74.0,Apartment with Lake View,Westerpark,1.6,https://www.booking.com/hotel/nl/sweets-beltrbrug.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=609&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682553&all_sr_blocks=424559201_243294894_2_0_0&highlighted_blocks=424559201_243294894_2_0_0&matching_block_id=424559201_243294894_2_0_0&sr_pri_blocks=424559201_243294894_2_0_0__155926&from=searchresults,"82 Tweede Hugo de Grootstraat, Westerpark, 1052 LH Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account.",booking,"82 Tweede Hugo de Grootstraat, 1052 LH Amsterdam, Netherlands",52.3754616,4.8702054
Best Neighbourhood Apartment,654.0,1,4.0,8.5,74.0,Two-Bedroom Apartment,Amsterdam City Centre,450.0,https://www.booking.com/hotel/nl/best-neighbourhood-apartment.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=610&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682553&all_sr_blocks=1131512201_385800886_4_0_0&highlighted_blocks=1131512201_385800886_4_0_0&matching_block_id=1131512201_385800886_4_0_0&sr_pri_blocks=1131512201_385800886_4_0_0__457765&from=searchresults,"25 Nieuwezijds Voorburgwal, Amsterdam City Centre, 1012 RD Amsterdam, Netherlands
location — rated 9.5/10!",booking,"25 Nieuwezijds Voorburgwal, 1012 RD Amsterdam, Netherlands",52.3768033,4.8950442
Motor Yacht Amazone,217.14,1,,8.8,67.0,Mobile Home,Zuideramstel,5.1,https://www.booking.com/hotel/nl/motor-yacht-almaz-amsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=611&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682553&all_sr_blocks=625059501_404817670_3_0_0&highlighted_blocks=625059501_404817670_3_0_0&matching_block_id=625059501_404817670_3_0_0&sr_pri_blocks=625059501_404817670_3_0_0__151997&from=searchresults,"10 Jollenpad, Zuideramstel, 1081 KC Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account.",booking,"10 Jollenpad, 1081 KC Amsterdam, Netherlands",52.3356193,4.8484376
Sunflower Amsterdam,208.71,1,3.0,9.2,185.0,Superior Studio,Amsterdam City Centre,350.0,https://www.booking.com/hotel/nl/sunflower-b-amp-b-amsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=612&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682553&all_sr_blocks=375680502_120275524_2_0_0&highlighted_blocks=375680502_120275524_2_0_0&matching_block_id=375680502_120275524_2_0_0&sr_pri_blocks=375680502_120275524_2_0_0__146071&from=searchresults,"62 Spuistraat, Amsterdam City Centre, 1012 TW Amsterdam, Netherlands
location — rated 9.8/10!",booking,"62 Spuistraat, 1012 TW Amsterdam, Netherlands",52.375973,4.892028
Authentic Farmhouse - De Vergulden Eenhoorn,232.0,1,4.0,8.8,117.0,Suite with Bath,Oost,3.0,https://www.booking.com/hotel/nl/de-vergulden-eenhoorn.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=613&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682553&all_sr_blocks=237586201_110695106_2_2_0&highlighted_blocks=237586201_110695106_2_2_0&matching_block_id=237586201_110695106_2_2_0&sr_pri_blocks=237586201_110695106_2_2_0__162447&from=searchresults,"58 Ringdijk, Oost, 1097 AH Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account.",booking,"58 Ringdijk, 1097 AH Amsterdam, Netherlands",52.3513181,4.9204398
PH93 Amsterdam Central,207.14,1,4.0,8.8,254.0,Double Room with Private Bathroom,Amsterdam City Centre,0.7,https://www.booking.com/hotel/nl/ph-amsterdam-amsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=614&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682553&all_sr_blocks=327534301_265855722_2_0_0&highlighted_blocks=327534301_265855722_2_0_0&matching_block_id=327534301_265855722_2_0_0&sr_pri_blocks=327534301_265855722_2_0_0__144964&from=searchresults,"Prins Hendrikkade 93, Amsterdam City Centre, 1012 AE Amsterdam, Netherlands
location — rated 9.5/10!",booking,"Prins Hendrikkade 93, 1012 AE Amsterdam, Netherlands",52.3765986,4.9020663
The Amsterdam Houseboat Family - de Pijp,240.57,1,3.0,7.6,105.0,Studio Apartment,De Pijp,2.5,https://www.booking.com/hotel/nl/private-studio-on-houseboat-in-the-centre.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=615&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682553&all_sr_blocks=119191302_363356918_0_0_0&highlighted_blocks=119191302_363356918_0_0_0&matching_block_id=119191302_363356918_0_0_0&sr_pri_blocks=119191302_363356918_0_0_0__168410&from=searchresults,"Ruysdaelkade 216, 1072 AW Amsterdam, Netherlands
location — rated 9.2/10!",booking,"Ruysdaelkade 216, 1072 AW Amsterdam, Netherlands",52.3509832,4.8866141
Boutique Hotel The Noblemen,317.14,1,,8.9,494.0,Tiny Double Room (J.P. Sweelinck),Amsterdam City Centre,0.8,https://www.booking.com/hotel/nl/the-noblemen.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=616&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682553&all_sr_blocks=717179513_299036792_0_1_0_230462&highlighted_blocks=717179513_299036792_0_1_0_230462&matching_block_id=717179513_299036792_0_1_0_230462&sr_pri_blocks=717179513_299036792_0_1_0_230462_221960&from=searchresults,"14 Leidsegracht, Amsterdam City Centre, 1016 CK Amsterdam, Netherlands
location — rated 9.5/10!",booking,"14 Leidsegracht, 1016 CK Amsterdam, Netherlands",52.3674163,4.8857886
SWEETS - Wiegbrug,233.29,1,4.0,9.0,115.0,Apartment with Lake View,De Baarsjes,1.9,https://www.booking.com/hotel/nl/sweets-wiegbrug.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=617&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682553&all_sr_blocks=424561001_243294891_2_0_0&highlighted_blocks=424561001_243294891_2_0_0&matching_block_id=424561001_243294891_2_0_0&sr_pri_blocks=424561001_243294891_2_0_0__163319&from=searchresults,"2 Admiraal de Ruijterweg, De Baarsjes, 1056 GJ Amsterdam, Netherlands
location — rated 9.1/10!",booking,"2 Admiraal de Ruijterweg, 1056 GJ Amsterdam, Netherlands",52.3703201,4.8650201
Tulip Horizon Apartments,293.71,1,,9.0,1.0,One-Bedroom Apartment,Amsterdam City Centre,100.0,https://www.booking.com/hotel/nl/tulip-horizon-apartments.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=618&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682553&all_sr_blocks=1484346401_419904909_5_1_0_1196001&highlighted_blocks=1484346401_419904909_5_1_0_1196001&matching_block_id=1484346401_419904909_5_1_0_1196001&sr_pri_blocks=1484346401_419904909_5_1_0_1196001_205603&from=searchresults,"Nieuwendijk 235, 1012 MH Amsterdam, Netherlands
location — rated 10/10!",booking,"Nieuwendijk 235, 1012 MH Amsterdam, Netherlands",52.3737402,4.8928923
RedLight District Private Smokers Friendly Studio,218.86,1,3.0,8.8,77.0,Apartment,Amsterdam City Centre,300.0,https://www.booking.com/hotel/nl/redlight-district-private-smokers-friendly-studio.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=619&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682553&all_sr_blocks=734382802_364897278_2_0_0&highlighted_blocks=734382802_364897278_2_0_0&matching_block_id=734382802_364897278_2_0_0&sr_pri_blocks=734382802_364897278_2_0_0__153249&from=searchresults,"Warmoesstraat 94, Amsterdam City Centre, 1012 JH Amsterdam, Netherlands
location — rated 9.7/10!",booking,"Warmoesstraat 94, 1012 JH Amsterdam, Netherlands",52.3745736,4.8969282
120m2 Spacious 4-bedroom Apartment with Roofterras,445.0,1,4.0,8.2,16.0,One-Bedroom Apartment,Amsterdam Noord,2.4,https://www.booking.com/hotel/nl/120m2-4-bedroom-central-family-roofterras.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=620&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682553&all_sr_blocks=1290088201_411929834_2_0_0&highlighted_blocks=1290088201_411929834_2_0_0&matching_block_id=1290088201_411929834_2_0_0&sr_pri_blocks=1290088201_411929834_2_0_0__311486&from=searchresults,"Mosveld, Amsterdam Noord, Amsterdam, Netherlands
location — rated 9/10!",booking,"Mosveld, Amsterdam Noord, Amsterdam, Netherlands",52.3909004,4.913325
Guest House Amsterdam,190.29,1,,5.2,482.0,Double Room with Shared Bathroom,Amsterdam Noord,2.4,https://www.booking.com/hotel/nl/guest-house-amsterdam-amsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=621&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682553&all_sr_blocks=260403202_104799533_0_0_0&highlighted_blocks=260403202_104799533_0_0_0&matching_block_id=260403202_104799533_0_0_0&sr_pri_blocks=260403202_104799533_0_0_0__133204&from=searchresults,"26 Hamerstraat, Amsterdam Noord, 1021 JW Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account.",booking,"26 Hamerstraat, 1021 JW Amsterdam, Netherlands",52.3852024,4.9222747
Mi BnB Amsterdam,153.0,1,3.0,7.1,277.0,Double Room with Private Bathroom,Geuzenveld-Slotermeer,4.7,https://www.booking.com/hotel/nl/mi-bnb.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=622&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682553&all_sr_blocks=331844402_232654635_0_2_0&highlighted_blocks=331844402_232654635_0_2_0&matching_block_id=331844402_232654635_0_2_0&sr_pri_blocks=331844402_232654635_0_2_0__107117&from=searchresults,"Burgemeester Vening Meineszlaan 151, Geuzenveld-Slotermeer, 1063 AZ Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account.",booking,"Burgemeester Vening Meineszlaan 151, Geuzenveld-Slotermeer, 1063 AZ Amsterdam, Netherlands",,
Beautiful penthouse near Rai and centre,200.0,1,4.0,8.5,69.0,Penthouse Apartment,Zuideramstel,3.3,https://www.booking.com/hotel/nl/beautiful-luxurious-penthouse.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=623&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682553&all_sr_blocks=291519001_109120613_2_0_0&highlighted_blocks=291519001_109120613_2_0_0&matching_block_id=291519001_109120613_2_0_0&sr_pri_blocks=291519001_109120613_2_0_0__139968&from=searchresults,"Waalstraat 78-4, Zuideramstel, 1079 EA Amsterdam, Netherlands
location — rated 9.3/10!",booking,"Waalstraat 78-4, 1079 EA Amsterdam, Netherlands",52.3438724,4.9011588
SWEETS - Kinkerbrug,212.0,1,3.0,8.6,104.0,Apartment with Lake View,Oud-West,2.4,https://www.booking.com/hotel/nl/sweets-kinkerbrug.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=624&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682553&all_sr_blocks=424561301_243294887_2_0_0&highlighted_blocks=424561301_243294887_2_0_0&matching_block_id=424561301_243294887_2_0_0&sr_pri_blocks=424561301_243294887_2_0_0__148425&from=searchresults,"392 Kinkerstraat, Oud-West, 1053 GJ Amsterdam, Netherlands
location — rated 9.3/10!",booking,"392 Kinkerstraat, Oud-West, 1053 GJ Amsterdam, Netherlands",52.3646617,4.8602958
