name,room_type,star_rating,review_score,price,neighbourhood,latitude,longitude,distance_from_center,source,url
WestCord Fashion Hotel Amsterdam,Hotel room,4.0,4.3,117.14,Slotervaart,,,3.7,booking,https://www.booking.com/hotel/nl/westcord-fashion-hotel-amsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=30&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682086&all_sr_blocks=1848823_95143310_2_2_0&highlighted_blocks=1848823_95143310_2_2_0&matching_block_id=1848823_95143310_2_2_0&sr_pri_blocks=1848823_95143310_2_2_0__82047&from_sustainable_property_sr=1&from=searchresults
Hotel 717,Hotel room,5.0,4.45,268.43,Amsterdam City Centre,,,1.0,booking,https://www.booking.com/hotel/nl/prinsen-suites.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=31&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682086&all_sr_blocks=833624705_348647253_0_0_0&highlighted_blocks=833624705_348647253_0_0_0&matching_block_id=833624705_348647253_0_0_0&sr_pri_blocks=833624705_348647253_0_0_0__187919&from=searchresults
Mercure Amsterdam North Station,Hotel room,4.0,4.5,119.71,Amsterdam Noord,52.4024394,4.9312307,4.2,booking,https://www.booking.com/hotel/nl/mercure-amsterdam-north-station.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=32&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682086&all_sr_blocks=783584603_337830998_2_2_0_635836&highlighted_blocks=783584603_337830998_2_2_0_635836&matching_block_id=783584603_337830998_2_2_0_635836&sr_pri_blocks=783584603_337830998_2_2_0_635836_83774&from_sustainable_property_sr=1&from=searchresults
Park Inn by Radisson Amsterdam City West,Hotel room,4.0,4.2,117.57,Westpoort,52.3902023,4.8424076,3.9,booking,https://www.booking.com/hotel/nl/park-inn-by-radisson-amsterdam-city-west.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=33&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682086&all_sr_blocks=229377403_99726771_2_2_0&highlighted_blocks=229377403_99726771_2_2_0&matching_block_id=229377403_99726771_2_2_0&sr_pri_blocks=229377403_99726771_2_2_0__82263&from_sustainable_property_sr=1&from=searchresults
Hotel Jakarta Amsterdam,Hotel room,4.0,4.5,166.0,Zeeburg,52.3794798,4.9225957,2.1,booking,https://www.booking.com/hotel/nl/jakarta-amsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=35&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682086&all_sr_blocks=0_0_2_1_0&highlighted_blocks=0_0_2_1_0&matching_block_id=0_0_2_1_0&sr_pri_blocks=0_0_2_1_0__116212&from_sustainable_property_sr=1&from=searchresults
Hotel V Fizeaustraat,Hotel room,4.0,4.5,129.57,Oost,52.3453217,4.9255033,3.8,booking,https://www.booking.com/hotel/nl/v-fizeaustraat.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=36&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682086&all_sr_blocks=184262301_91749549_2_2_0&highlighted_blocks=184262301_91749549_2_2_0&matching_block_id=184262301_91749549_2_2_0&sr_pri_blocks=184262301_91749549_2_2_0__90700&from_sustainable_property_sr=1&from=searchresults
ibis Amsterdam City West,Hotel room,3.0,3.95,77.86,Westpoort,52.3925019,4.8485842,3.6,booking,https://www.booking.com/hotel/nl/ibisamwestcorner.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=37&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682086&all_sr_blocks=1091809_95129676_2_2_0&highlighted_blocks=1091809_95129676_2_2_0&matching_block_id=1091809_95129676_2_2_0&sr_pri_blocks=1091809_95129676_2_2_0__54546&from_sustainable_property_sr=1&from=searchresults
Maison ELLE Amsterdam,Hotel room,4.0,4.45,161.71,Oud-West,52.3607582,4.8695022,2.1,booking,https://www.booking.com/hotel/nl/maisonelleamsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=38&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682086&all_sr_blocks=1096025_97566143_0_2_0_757481&highlighted_blocks=1096025_97566143_0_2_0_757481&matching_block_id=1096025_97566143_0_2_0_757481&sr_pri_blocks=1096025_97566143_0_2_0_757481_113235&from=searchresults
Mercure Amsterdam Sloterdijk Station,Hotel room,4.0,4.25,111.0,Westpoort,52.387397,4.8356378,4.3,booking,https://www.booking.com/hotel/nl/mercure-amsterdam-sloterdijk-station-opening-july-2015.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=39&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682086&all_sr_blocks=139256508_91477112_2_34_0_635793&highlighted_blocks=139256508_91477112_2_34_0_635793&matching_block_id=139256508_91477112_2_34_0_635793&sr_pri_blocks=139256508_91477112_2_34_0_635793_77738&from_sustainable_property_sr=1&from=searchresults
Van der Valk Hotel Amsterdam - Amstel,Hotel room,4.0,4.45,152.43,Oost,52.3331949,4.9148668,4.6,booking,https://www.booking.com/hotel/nl/van-der-valk-amsterdam-amstel.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=40&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682086&all_sr_blocks=355513301_118142605_2_2_0&highlighted_blocks=355513301_118142605_2_2_0&matching_block_id=355513301_118142605_2_2_0&sr_pri_blocks=355513301_118142605_2_2_0__106675&from_sustainable_property_sr=1&from=searchresults
Jaz in the City Amsterdam,Hotel room,4.0,4.35,118.57,Zuidoost,52.3143543,4.9387232,7.2,booking,https://www.booking.com/hotel/nl/jaz-amsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=41&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682086&all_sr_blocks=146677401_87419159_2_2_0&highlighted_blocks=146677401_87419159_2_2_0&matching_block_id=146677401_87419159_2_2_0&sr_pri_blocks=146677401_87419159_2_2_0__83044&from=searchresults
Hotel City Garden Amsterdam,Hotel room,3.0,3.55,103.14,Oud Zuid,52.3592071,4.8763609,1.9,booking,https://www.booking.com/hotel/nl/holland.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=42&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682086&all_sr_blocks=1009510_95127949_0_2_0&highlighted_blocks=1009510_95127949_0_2_0&matching_block_id=1009510_95127949_0_2_0&sr_pri_blocks=1009510_95127949_0_2_0__72221&from_sustainable_property_sr=1&from=searchresults
Asile Flottant,Entire home/apt,,4.35,204.43,Amsterdam Noord,52.3930912,4.9096685,2.5,booking,https://www.booking.com/hotel/nl/asile-flottant.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=43&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682086&all_sr_blocks=207679103_110805536_0_0_0&highlighted_blocks=207679103_110805536_0_0_0&matching_block_id=207679103_110805536_0_0_0&sr_pri_blocks=207679103_110805536_0_0_0__143059&from=searchresults
Monet Garden Hotel Amsterdam,Hotel room,4.0,4.55,162.14,Amsterdam City Centre,52.3699235,4.9072718,1.0,booking,https://www.booking.com/hotel/nl/monet-garden-amsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=44&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682086&all_sr_blocks=274221301_0_2_0_0&highlighted_blocks=274221301_0_2_0_0&matching_block_id=274221301_0_2_0_0&sr_pri_blocks=274221301_0_2_0_0__113471&from=searchresults
Huygens Place Amsterdam,Hotel room,4.0,4.3,140.14,Oud-West,,,1.6,booking,https://www.booking.com/hotel/nl/huygens-place-amsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=45&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682086&all_sr_blocks=1002306_95127815_0_2_0&highlighted_blocks=1002306_95127815_0_2_0&matching_block_id=1002306_95127815_0_2_0&sr_pri_blocks=1002306_95127815_0_2_0__98056&from_sustainable_property_sr=1&from=searchresults
ibis Styles Amsterdam Central Station,Hotel room,3.0,3.95,151.86,Amsterdam City Centre,52.3780859,4.8966526,0.6,booking,https://www.booking.com/hotel/nl/ibis-styles-amsterdam-central-station.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=46&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682086&all_sr_blocks=1114602_116596559_2_2_0_635820&highlighted_blocks=1114602_116596559_2_2_0_635820&matching_block_id=1114602_116596559_2_2_0_635820&sr_pri_blocks=1114602_116596559_2_2_0_635820_106340&from_sustainable_property_sr=1&from=searchresults
Bunk Hotel Amsterdam,Shared room,3.0,4.25,92.71,Amsterdam Noord,52.388097,4.9139418,2.2,booking,https://www.booking.com/hotel/nl/bunk.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=47&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682086&all_sr_blocks=322674815_229107779_0_34_0&highlighted_blocks=322674815_229107779_0_34_0&matching_block_id=322674815_229107779_0_34_0&sr_pri_blocks=322674815_229107779_0_34_0__64895&from_sustainable_property_sr=1&from=searchresults
Volkshotel,Hotel room,,4.3,81.14,Oost,52.3537753,4.9115413,2.5,booking,https://www.booking.com/hotel/nl/volkshotel-amsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=48&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682086&all_sr_blocks=106708808_93774177_0_2_0&highlighted_blocks=106708808_93774177_0_2_0&matching_block_id=106708808_93774177_0_2_0&sr_pri_blocks=106708808_93774177_0_2_0__56782&from_sustainable_property_sr=1&from=searchresults
Bob W Oosterpark,Hotel room,4.0,4.35,98.0,Oost,52.3547479,4.9287557,3.1,booking,https://www.booking.com/hotel/nl/bob-w-oosterpark.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=49&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682086&all_sr_blocks=1000287902_372916254_2_0_0_709420&highlighted_blocks=1000287902_372916254_2_0_0_709420&matching_block_id=1000287902_372916254_2_0_0_709420&sr_pri_blocks=1000287902_372916254_2_0_0_709420_68576&from=searchresults
Hotel New Kit,Hotel room,3.0,4.15,90.29,Geuzenveld-Slotermeer,,,3.8,booking,https://www.booking.com/hotel/nl/new-kit.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=50&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682086&all_sr_blocks=417367304_0_2_0_0&highlighted_blocks=417367304_0_2_0_0&matching_block_id=417367304_0_2_0_0&sr_pri_blocks=417367304_0_2_0_0__63203&from=searchresults
Van der Valk Hotel Amsterdam Zuidas -Rai,Hotel room,4.0,4.35,211.57,Zuideramstel,52.3367238,4.8879352,4.1,booking,https://www.booking.com/hotel/nl/van-der-valk-amsterdam-zuidas.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=52&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682101&all_sr_blocks=634892701_247628595_2_2_0_771061&highlighted_blocks=634892701_247628595_2_2_0_771061&matching_block_id=634892701_247628595_2_2_0_771061&sr_pri_blocks=634892701_247628595_2_2_0_771061_148124&from=searchresults
Hotel Mansion,Hotel room,3.0,4.1,120.14,Amsterdam City Centre,52.3741073,4.9049267,0.8,booking,https://www.booking.com/hotel/nl/soho.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=53&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682101&all_sr_blocks=55168712_93767747_0_0_0&highlighted_blocks=55168712_93767747_0_0_0&matching_block_id=55168712_93767747_0_0_0&sr_pri_blocks=55168712_93767747_0_0_0__84119&from_sustainable_property_sr=1&from=searchresults
"Corendon Amsterdam New-West, a Tribute Portfolio Hotel",Hotel room,4.0,4.15,97.14,Slotervaart,52.346558,4.8307727,5.1,booking,https://www.booking.com/hotel/nl/corendon-vitality-amsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=55&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682101&all_sr_blocks=126471868_85204284_0_2_0&highlighted_blocks=126471868_85204284_0_2_0&matching_block_id=126471868_85204284_0_2_0&sr_pri_blocks=126471868_85204284_0_2_0__68040&from=searchresults
ibis Styles Amsterdam City,Hotel room,3.0,4.1,118.0,De Pijp,52.3579615,4.900714,1.7,booking,https://www.booking.com/hotel/nl/hotelseasons.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=56&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682101&all_sr_blocks=1128620_95133926_2_2_0_635869&highlighted_blocks=1128620_95133926_2_2_0_635869&matching_block_id=1128620_95133926_2_2_0_635869&sr_pri_blocks=1128620_95133926_2_2_0_635869_82598&from_sustainable_property_sr=1&from=searchresults
"Room Mate Aitana, Amsterdam",Hotel room,4.0,4.3,165.57,Amsterdam City Centre,,,1.3,booking,https://www.booking.com/hotel/nl/room-mate-aitana.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=57&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682101&all_sr_blocks=54208846_370960617_0_2_0_311185&highlighted_blocks=54208846_370960617_0_2_0_311185&matching_block_id=54208846_370960617_0_2_0_311185&sr_pri_blocks=54208846_370960617_0_2_0_311185_115876&from=searchresults
OZO Hotels Arena Amsterdam,Hotel room,4.0,3.7,72.43,Zuidoost,52.3047566,4.9476524,8.4,booking,https://www.booking.com/hotel/nl/ozo.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=58&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682101&all_sr_blocks=131563806_86419704_0_2_0_745694&highlighted_blocks=131563806_86419704_0_2_0_745694&matching_block_id=131563806_86419704_0_2_0_745694&sr_pri_blocks=131563806_86419704_0_2_0_745694_50658&from=searchresults
"Holiday Inn - the niu, Fender Amsterdam",Hotel room,4.0,4.2,114.71,Zeeburg,52.3691778,4.9461404,3.6,booking,https://www.booking.com/hotel/nl/the-niu-fender.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=59&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682101&all_sr_blocks=482724411_156439691_2_2_0&highlighted_blocks=482724411_156439691_2_2_0&matching_block_id=482724411_156439691_2_2_0&sr_pri_blocks=482724411_156439691_2_2_0__80257&from_sustainable_property_sr=1&from=searchresults
Mozart Hotel,Hotel room,2.0,3.8,117.43,Amsterdam City Centre,52.363452,4.8871772,1.1,booking,https://www.booking.com/hotel/nl/hotelmozart.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=60&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682101&all_sr_blocks=1146310_0_2_0_0&highlighted_blocks=1146310_0_2_0_0&matching_block_id=1146310_0_2_0_0&sr_pri_blocks=1146310_0_2_0_0__82182&from=searchresults
